,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
658,1,2020-03-01 00:43:19,2020-03-01 00:43:26,1,0.0,1,N,100,100,3,2.5,3.0,0.5,0.0,0.0,0.3,6.3,2.5
659,1,2020-03-01 00:43:51,2020-03-01 01:04:42,1,9.8,1,N,48,127,1,28.5,3.0,0.5,4.0,0.0,0.3,36.3,2.5
660,2,2020-03-01 00:17:56,2020-03-01 00:23:20,1,0.96,1,N,249,79,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
661,2,2020-03-01 00:24:44,2020-03-01 00:37:25,1,2.04,1,N,79,68,1,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
662,2,2020-03-01 00:38:09,2020-03-01 00:58:15,2,2.24,1,N,68,144,1,14.0,0.5,0.5,3.56,0.0,0.3,21.36,2.5
663,2,2020-03-01 00:09:09,2020-03-01 00:17:07,1,1.4,1,N,230,90,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
664,2,2020-03-01 00:26:06,2020-03-01 00:32:50,1,0.91,1,N,164,164,1,6.0,0.5,0.5,1.5,0.0,0.3,11.3,2.5
665,2,2020-03-01 00:39:28,2020-03-01 00:42:44,2,0.62,1,N,164,100,1,4.5,0.5,0.5,0.3,0.0,0.3,8.6,2.5
666,2,2020-03-01 00:45:57,2020-03-01 01:34:46,1,12.85,1,N,100,138,1,45.0,0.5,0.5,0.3,0.0,0.3,49.1,2.5
667,2,2020-03-01 00:53:39,2020-03-01 00:55:45,2,0.34,1,N,68,186,2,3.5,0.5,0.5,0.0,0.0,0.3,7.3,2.5
668,2,2020-03-01 00:17:06,2020-03-01 00:27:03,3,1.29,1,N,211,79,1,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
669,2,2020-03-01 00:43:25,2020-03-01 01:07:24,2,4.58,1,N,211,17,1,19.5,0.5,0.5,5.83,0.0,0.3,29.13,2.5
670,1,2020-03-01 00:05:37,2020-03-01 00:09:56,1,1.0,1,N,143,239,1,5.5,3.0,0.5,1.86,0.0,0.3,11.16,2.5
671,2,2020-02-29 23:21:31,2020-02-29 23:30:13,1,1.96,1,N,79,234,1,8.5,0.5,0.5,1.0,0.0,0.3,13.3,2.5
672,2,2020-02-29 23:48:27,2020-02-29 23:58:30,1,2.75,1,N,186,237,2,10.5,0.5,0.5,0.0,0.0,0.3,14.3,2.5
673,1,2020-03-01 00:07:43,2020-03-01 00:20:41,1,2.1,1,N,211,246,1,10.5,3.0,0.5,2.15,0.0,0.3,16.45,2.5
674,1,2020-03-01 00:26:09,2020-03-01 00:35:04,2,1.2,1,N,68,158,2,7.5,3.0,0.5,0.0,0.0,0.3,11.3,2.5
675,1,2020-03-01 00:36:58,2020-03-01 00:45:16,1,1.7,1,N,158,186,1,8.0,3.0,0.5,1.0,0.0,0.3,12.8,2.5
676,1,2020-03-01 00:00:01,2020-03-01 00:19:19,2,4.5,1,N,25,80,1,17.5,0.5,0.5,3.75,0.0,0.3,22.55,0.0
677,1,2020-03-01 00:06:28,2020-03-01 00:39:30,1,3.4,1,N,79,255,1,22.0,3.0,0.5,5.0,0.0,0.3,30.8,2.5
678,1,2020-03-01 00:48:36,2020-03-01 01:09:43,3,4.8,1,N,232,262,1,19.0,3.0,0.5,4.55,0.0,0.3,27.35,2.5
679,2,2020-03-01 00:17:06,2020-03-01 00:23:38,1,1.33,1,N,148,107,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
680,2,2020-03-01 00:49:01,2020-03-01 01:02:32,1,2.11,1,N,114,170,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
681,2,2020-03-01 00:31:29,2020-03-01 00:35:21,1,0.49,1,N,234,164,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
682,2,2020-03-01 00:37:09,2020-03-01 00:40:05,1,0.28,1,N,164,164,2,4.0,0.5,0.5,0.0,0.0,0.3,7.8,2.5
683,2,2020-03-01 00:50:10,2020-03-01 01:02:54,1,2.61,1,N,249,163,2,11.0,0.5,0.5,0.0,0.0,0.3,14.8,2.5
684,1,2020-03-01 00:09:56,2020-03-01 00:14:40,1,0.4,1,N,144,148,1,5.0,3.0,0.5,1.75,0.0,0.3,10.55,2.5
685,1,2020-03-01 00:21:48,2020-03-01 00:38:29,4,3.9,1,N,79,88,1,16.0,3.0,0.5,3.96,0.0,0.3,23.76,2.5
686,1,2020-03-01 00:54:15,2020-03-01 01:01:08,2,1.1,1,N,144,113,1,6.5,3.0,0.5,2.55,0.0,0.3,12.85,2.5
687,2,2020-02-29 23:58:54,2020-03-01 00:06:08,1,1.41,1,N,48,142,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
688,2,2020-03-01 00:11:26,2020-03-01 00:14:08,1,0.39,1,N,142,50,1,4.0,0.5,0.5,1.56,0.0,0.3,9.36,2.5
689,2,2020-03-01 00:15:48,2020-03-01 00:33:20,1,3.93,1,N,50,125,2,15.0,0.5,0.5,0.0,0.0,0.3,18.8,2.5
690,2,2020-03-01 00:35:19,2020-03-01 00:43:25,1,1.6,1,N,125,90,1,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
691,2,2020-03-01 00:48:50,2020-03-01 00:56:42,1,1.9,1,N,90,48,2,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
692,2,2020-03-01 00:01:56,2020-03-01 00:07:32,1,0.6,1,N,107,170,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
693,2,2020-03-01 00:17:20,2020-03-01 00:17:27,1,0.0,5,N,68,68,1,12.8,0.0,0.0,3.12,0.0,0.3,18.72,2.5
694,2,2020-03-01 00:22:21,2020-03-01 00:36:54,1,2.24,1,N,186,79,2,11.0,0.5,0.5,0.0,0.0,0.3,14.8,2.5
695,2,2020-03-01 00:40:18,2020-03-01 00:52:22,1,1.73,1,N,79,90,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
696,2,2020-03-01 00:55:21,2020-03-01 01:00:42,1,1.01,1,N,90,249,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
697,1,2020-03-01 00:08:14,2020-03-01 00:17:49,2,1.4,1,N,68,186,1,8.0,3.0,0.5,2.0,0.0,0.3,13.8,2.5
698,1,2020-03-01 00:28:20,2020-03-01 00:30:18,1,0.2,1,N,249,249,2,3.5,3.0,0.5,0.0,0.0,0.3,7.3,2.5
699,1,2020-03-01 00:37:02,2020-03-01 00:53:45,1,3.6,1,N,249,97,1,14.5,3.0,0.5,3.65,0.0,0.3,21.95,2.5
700,2,2020-03-01 00:08:33,2020-03-01 00:32:18,1,6.44,1,N,50,87,1,22.0,0.5,0.5,5.16,0.0,0.3,30.96,2.5
701,2,2020-03-01 00:20:25,2020-03-01 00:46:30,2,10.02,1,N,68,243,1,31.0,0.5,0.5,6.96,0.0,0.3,41.76,2.5
702,2,2020-03-01 00:07:20,2020-03-01 00:16:18,1,1.62,1,N,79,137,1,8.0,0.5,0.5,2.0,0.0,0.3,13.8,2.5
703,2,2020-03-01 00:31:48,2020-03-01 00:47:17,1,2.42,1,N,107,48,1,12.0,0.5,0.5,3.95,0.0,0.3,19.75,2.5
704,2,2020-03-01 00:52:28,2020-03-01 01:02:06,1,1.4,1,N,230,164,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
705,1,2020-03-01 00:22:29,2020-03-01 00:49:41,2,17.6,5,N,132,237,1,65.92,0.0,0.0,0.0,6.12,0.3,72.34,0.0
706,1,2020-03-01 00:59:11,2020-03-01 01:03:55,1,1.0,1,N,238,75,1,6.0,3.0,0.5,1.95,0.0,0.3,11.75,2.5
707,1,2020-03-01 00:01:48,2020-03-01 00:05:27,1,0.5,1,N,48,48,1,4.5,3.0,0.5,1.65,0.0,0.3,9.95,2.5
708,1,2020-03-01 00:07:37,2020-03-01 00:29:18,2,4.7,1,N,48,231,1,18.5,3.0,0.5,4.45,0.0,0.3,26.75,2.5
709,1,2020-03-01 00:15:17,2020-03-01 00:24:39,1,2.0,1,N,211,164,1,8.5,3.0,0.5,2.45,0.0,0.3,14.75,2.5
710,1,2020-03-01 00:34:33,2020-03-01 00:46:44,1,3.5,1,N,90,236,1,12.5,3.0,0.5,3.25,0.0,0.3,19.55,2.5
711,2,2020-02-29 23:55:12,2020-03-01 00:20:17,4,5.37,1,N,68,41,2,19.5,0.5,0.5,0.0,0.0,0.3,23.3,2.5
712,2,2020-03-01 00:22:57,2020-03-01 00:39:27,4,5.42,1,N,151,246,1,18.0,0.5,0.5,4.36,0.0,0.3,26.16,2.5
713,2,2020-03-01 00:08:29,2020-03-01 00:32:29,1,4.34,1,N,50,148,1,18.0,0.5,0.5,2.0,0.0,0.3,23.8,2.5
714,2,2020-03-01 00:37:52,2020-03-01 00:52:21,2,2.67,1,N,79,229,1,12.0,0.5,0.5,2.5,0.0,0.3,18.3,2.5
715,2,2020-03-01 00:55:29,2020-03-01 01:07:00,2,2.06,1,N,229,224,2,9.5,0.5,0.5,0.0,0.0,0.3,13.3,2.5
716,2,2020-03-01 00:27:20,2020-03-01 00:52:30,1,9.42,1,N,142,220,1,30.0,0.5,0.5,7.32,2.8,0.3,43.92,2.5
717,2,2020-02-29 23:59:31,2020-03-01 00:04:22,2,0.76,1,N,142,143,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
718,2,2020-03-01 00:21:02,2020-03-01 00:59:29,1,18.85,2,N,132,113,1,52.0,0.0,0.5,9.0,0.0,0.3,64.3,2.5
719,2,2020-03-01 00:09:37,2020-03-01 00:18:10,1,1.03,1,N,114,79,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
720,2,2020-03-01 00:23:01,2020-03-01 00:27:53,2,0.58,1,N,79,148,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
721,2,2020-03-01 00:31:13,2020-03-01 00:47:45,2,2.13,1,N,148,107,1,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5
722,2,2020-03-01 00:53:06,2020-03-01 01:00:19,2,1.95,1,N,162,107,2,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
723,2,2020-03-01 00:18:06,2020-03-01 00:21:12,1,0.41,1,N,50,50,1,4.0,0.5,0.5,1.0,0.0,0.3,8.8,2.5
724,2,2020-03-01 00:30:27,2020-03-01 00:45:55,1,4.02,1,N,239,74,1,15.0,0.5,0.5,3.76,0.0,0.3,22.56,2.5
725,2,2020-03-01 00:25:50,2020-03-01 00:38:23,1,1.62,1,N,148,125,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
726,2,2020-03-01 00:40:24,2020-03-01 00:48:38,1,2.1,1,N,125,246,1,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
727,2,2020-03-01 00:56:42,2020-03-01 01:22:39,1,3.66,1,N,48,162,2,18.0,0.5,0.5,0.0,0.0,0.3,21.8,2.5
728,2,2020-03-01 00:24:42,2020-03-01 00:28:53,2,0.71,1,N,229,233,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
729,2,2020-03-01 00:32:02,2020-03-01 00:44:32,2,2.46,1,N,233,79,1,10.5,0.5,0.5,0.0,0.0,0.3,14.3,2.5
730,1,2020-03-01 00:14:01,2020-03-01 00:16:53,2,0.7,1,N,230,100,2,4.5,3.0,0.5,0.0,0.0,0.3,8.3,2.5
731,1,2020-03-01 00:21:25,2020-03-01 00:47:55,1,5.6,1,Y,164,49,2,21.5,3.0,0.5,0.0,0.0,0.3,25.3,2.5
732,1,2020-03-01 00:53:14,2020-03-01 01:14:00,2,4.0,1,N,97,227,2,17.0,0.5,0.5,0.0,0.0,0.3,18.3,0.0
733,1,2020-03-01 00:06:43,2020-03-01 00:16:13,1,1.1,1,N,234,249,1,7.5,3.0,0.5,2.25,0.0,0.3,13.55,2.5
734,1,2020-03-01 00:27:22,2020-03-01 00:45:16,2,2.9,1,N,144,233,1,13.5,3.0,0.5,2.0,0.0,0.3,19.3,2.5
735,1,2020-03-01 00:47:58,2020-03-01 00:50:48,1,0.5,1,N,229,141,1,4.0,3.0,0.5,1.5,0.0,0.3,9.3,2.5
736,2,2020-03-01 00:02:02,2020-03-01 00:09:56,2,1.8,1,N,144,12,2,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
737,2,2020-03-01 00:25:22,2020-03-01 00:37:26,2,3.31,1,N,231,48,2,12.0,0.5,0.5,0.0,0.0,0.3,15.8,2.5
738,2,2020-03-01 00:45:58,2020-03-01 01:02:02,2,4.1,1,N,161,7,1,15.5,0.5,0.5,3.86,0.0,0.3,23.16,2.5
739,2,2020-03-01 00:08:03,2020-03-01 00:22:50,1,6.6,1,N,87,140,1,19.5,0.5,0.5,5.82,0.0,0.3,29.12,2.5
740,1,2020-03-01 00:03:19,2020-03-01 00:12:20,2,1.5,1,N,79,233,1,7.5,3.0,0.5,2.0,0.0,0.3,13.3,2.5
741,1,2020-03-01 00:32:45,2020-03-01 00:40:21,3,0.3,1,N,79,148,1,6.0,3.0,0.5,1.95,0.0,0.3,11.75,2.5
742,2,2020-03-01 00:08:44,2020-03-01 00:18:18,2,2.42,1,N,137,141,1,9.5,0.5,0.5,1.7,0.0,0.3,15.0,2.5
743,2,2020-03-01 00:03:02,2020-03-01 00:12:42,4,1.15,1,N,125,148,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
744,2,2020-03-01 00:21:12,2020-03-01 00:34:40,4,1.66,1,N,148,249,1,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
745,2,2020-03-01 00:38:41,2020-03-01 00:43:36,4,0.38,1,N,249,114,1,4.5,0.5,0.5,0.83,0.0,0.3,9.13,2.5
746,2,2020-03-01 00:47:50,2020-03-01 00:58:18,2,2.18,1,N,114,233,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
747,1,2020-03-01 00:13:41,2020-03-01 00:17:28,1,1.6,1,N,229,262,2,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5
748,1,2020-03-01 00:07:16,2020-03-01 00:13:15,2,1.7,1,N,75,141,1,7.0,3.0,0.5,1.2,0.0,0.3,12.0,2.5
749,2,2020-03-01 00:02:14,2020-03-01 00:13:25,2,1.47,1,N,90,79,1,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
750,2,2020-03-01 00:25:23,2020-03-01 00:27:44,1,0.46,1,N,234,164,1,4.0,0.5,0.5,2.0,0.0,0.3,9.8,2.5
751,2,2020-03-01 00:57:09,2020-03-01 01:07:20,1,1.26,1,N,249,186,1,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
752,2,2020-03-01 00:12:01,2020-03-01 00:34:34,1,2.58,1,N,68,148,1,15.0,0.5,0.5,2.0,0.0,0.3,20.8,2.5
753,2,2020-03-01 00:36:13,2020-03-01 00:54:54,1,2.32,1,N,148,170,1,13.0,0.5,0.5,3.36,0.0,0.3,20.16,2.5
754,2,2020-03-01 00:56:01,2020-03-01 01:01:20,1,1.22,1,N,137,229,1,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
755,1,2020-03-01 00:52:46,2020-03-01 01:10:40,1,4.4,1,N,234,239,1,16.0,3.0,0.5,3.95,0.0,0.3,23.75,2.5
756,2,2020-03-01 00:05:48,2020-03-01 00:20:23,1,2.89,1,N,237,68,1,12.0,0.5,0.5,3.95,0.0,0.3,19.75,2.5
757,2,2020-03-01 00:28:51,2020-03-01 00:34:53,1,1.57,1,N,50,239,1,7.0,0.5,0.5,2.0,0.0,0.3,12.8,2.5
758,1,2020-03-01 00:08:37,2020-03-01 00:13:41,1,1.3,1,N,162,137,1,6.0,3.0,0.5,1.47,0.0,0.3,11.27,2.5
759,1,2020-03-01 00:22:22,2020-03-01 00:30:06,1,2.1,1,N,234,229,1,8.5,3.0,0.5,2.45,0.0,0.3,14.75,2.5
760,1,2020-03-01 00:48:34,2020-03-01 00:58:15,1,2.0,1,N,114,170,1,9.0,3.0,0.5,2.55,0.0,0.3,15.35,2.5
761,1,2020-03-01 00:04:21,2020-03-01 00:23:11,1,4.3,1,N,125,80,1,17.5,3.0,0.5,4.25,0.0,0.3,25.55,2.5
762,2,2020-03-01 00:00:40,2020-03-01 00:07:43,1,0.9,1,N,234,170,1,6.0,0.5,0.5,0.98,0.0,0.3,10.78,2.5
763,2,2020-03-01 00:14:59,2020-03-01 00:20:34,1,1.23,1,N,170,68,1,6.0,0.5,0.5,1.5,0.0,0.3,11.3,2.5
764,2,2020-03-01 00:32:23,2020-03-01 00:39:16,1,1.16,1,N,234,170,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
765,2,2020-03-01 00:50:51,2020-03-01 00:58:38,1,1.93,1,N,170,141,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
766,2,2020-03-01 00:11:25,2020-03-01 00:19:14,1,0.76,1,N,79,148,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
767,2,2020-03-01 00:25:32,2020-03-01 00:31:56,1,1.4,1,N,114,234,2,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
768,2,2020-03-01 00:35:47,2020-03-01 00:39:12,1,0.71,1,N,234,249,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
769,2,2020-03-01 00:59:29,2020-03-01 01:03:50,1,1.29,1,N,79,170,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
770,1,2020-03-01 00:02:23,2020-03-01 00:11:18,2,1.6,1,N,48,237,1,8.0,3.0,0.5,2.35,0.0,0.3,14.15,2.5
771,1,2020-03-01 00:26:03,2020-03-01 00:32:25,1,1.0,1,N,100,230,1,6.0,3.0,0.5,2.45,0.0,0.3,12.25,2.5
772,1,2020-03-01 00:40:07,2020-03-01 00:46:06,3,0.9,1,N,48,50,2,6.0,3.0,0.5,0.0,0.0,0.3,9.8,2.5
773,1,2020-03-01 00:11:53,2020-03-01 00:33:07,1,5.3,1,N,239,7,2,18.5,3.0,0.5,0.0,0.0,0.3,22.3,2.5
774,1,2020-03-01 00:27:07,2020-03-01 00:53:55,1,16.5,1,N,132,37,2,45.5,0.5,0.5,0.0,0.0,0.3,46.8,0.0
775,2,2020-03-01 00:12:34,2020-03-01 00:21:29,4,1.95,1,N,142,229,1,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
776,2,2020-03-01 00:26:44,2020-03-01 00:44:54,4,4.04,1,N,170,238,1,16.0,0.5,0.5,2.0,0.0,0.3,21.8,2.5
777,2,2020-02-29 23:57:38,2020-03-01 00:05:29,1,1.64,1,N,233,140,1,8.0,0.5,0.5,1.0,0.0,0.3,12.8,2.5
778,2,2020-03-01 00:24:36,2020-03-01 00:32:44,1,1.44,1,N,7,223,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,0.0
779,1,2020-03-01 00:44:25,2020-03-01 01:00:10,1,5.0,1,N,246,151,1,17.5,3.0,0.5,4.25,0.0,0.3,25.55,2.5
780,2,2020-03-01 00:59:12,2020-03-01 01:10:06,1,4.34,1,N,239,244,1,14.5,0.5,0.5,4.58,0.0,0.3,22.88,2.5
781,2,2020-03-01 00:13:08,2020-03-01 00:19:18,1,0.97,1,N,144,79,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
782,2,2020-03-01 00:32:55,2020-03-01 00:39:20,1,1.17,1,N,144,231,1,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
783,2,2020-03-01 00:41:31,2020-03-01 00:57:31,1,1.86,1,N,231,79,2,11.5,0.5,0.5,0.0,0.0,0.3,15.3,2.5
784,2,2020-03-01 00:42:06,2020-03-01 00:57:42,1,3.43,1,N,148,246,2,13.5,0.5,0.5,0.0,0.0,0.3,17.3,2.5
785,1,2020-03-01 00:18:35,2020-03-01 00:19:00,1,4.9,1,N,114,114,4,2.5,3.0,0.5,0.0,0.0,0.3,6.3,2.5
786,1,2020-03-01 00:59:27,2020-03-01 01:31:02,2,6.9,1,N,148,112,1,26.0,3.0,0.5,5.95,0.0,0.3,35.75,2.5
787,2,2020-03-01 00:39:09,2020-03-01 00:47:12,1,1.14,1,N,107,79,2,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
788,2,2020-03-01 00:52:47,2020-03-01 00:59:15,1,1.81,1,N,79,233,1,7.5,0.5,0.5,1.0,0.0,0.3,12.3,2.5
789,1,2020-03-01 00:07:01,2020-03-01 00:28:06,2,4.3,1,N,80,189,1,17.5,0.5,0.5,0.0,0.0,0.3,18.8,0.0
790,2,2020-03-01 00:03:27,2020-03-01 00:25:30,3,4.41,1,N,236,246,1,17.5,0.5,0.5,2.2,0.0,0.3,23.5,2.5
791,2,2020-03-01 00:34:46,2020-03-01 00:46:02,2,2.56,1,N,48,239,1,11.0,0.5,0.5,2.96,0.0,0.3,17.76,2.5
792,1,2020-03-01 00:08:57,2020-03-01 00:16:47,1,1.3,1,N,161,50,1,7.0,3.0,0.5,2.15,0.0,0.3,12.95,2.5
793,1,2020-03-01 00:25:18,2020-03-01 00:53:58,2,4.4,1,N,48,75,2,20.0,3.0,0.5,0.0,0.0,0.3,23.8,2.5
794,1,2020-03-01 00:58:12,2020-03-01 01:03:33,2,1.4,1,N,75,151,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,0.0
795,2,2020-03-01 00:00:54,2020-03-01 00:06:11,1,0.69,1,N,142,43,1,5.5,0.5,0.5,2.32,0.0,0.3,11.62,2.5
796,2,2020-03-01 00:08:02,2020-03-01 00:17:52,1,2.34,1,N,163,263,1,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
797,2,2020-03-01 00:20:36,2020-03-01 00:21:58,1,0.34,1,N,263,263,1,3.0,0.5,0.5,1.0,0.0,0.3,7.8,2.5
798,2,2020-03-01 00:25:17,2020-03-01 00:49:39,1,7.05,1,N,141,211,2,23.5,0.5,0.5,0.0,0.0,0.3,27.3,2.5
799,2,2020-03-01 00:51:28,2020-03-01 01:01:22,1,1.95,1,N,211,261,1,9.0,0.5,0.5,3.2,0.0,0.3,16.0,2.5
800,2,2020-03-01 00:59:19,2020-03-01 01:38:59,3,20.14,2,N,132,236,1,52.0,0.0,0.5,12.28,6.12,0.3,73.7,2.5
801,2,2020-03-01 00:05:18,2020-03-01 00:28:20,2,4.28,1,N,79,181,1,18.5,0.5,0.5,4.46,0.0,0.3,26.76,2.5
802,2,2020-03-01 00:28:53,2020-03-01 00:37:13,1,2.15,1,N,181,188,1,9.0,0.5,0.5,2.58,0.0,0.3,12.88,0.0
803,2,2020-03-01 00:59:05,2020-03-01 01:03:15,3,0.76,1,N,148,232,4,-5.0,-0.5,-0.5,0.0,0.0,-0.3,-8.8,-2.5
804,2,2020-03-01 00:59:05,2020-03-01 01:03:15,3,0.76,1,N,148,232,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
805,2,2020-03-01 00:46:00,2020-03-01 00:51:09,1,0.7,1,N,163,230,1,5.5,0.5,0.5,2.32,0.0,0.3,11.62,2.5
806,1,2020-03-01 00:59:10,2020-03-01 01:06:26,1,1.0,1,N,230,164,1,7.0,3.0,0.5,2.15,0.0,0.3,12.95,2.5
807,1,2020-03-01 00:25:39,2020-03-01 00:34:04,1,1.2,1,N,158,107,1,7.5,3.0,0.5,2.25,0.0,0.3,13.55,2.5
808,1,2020-03-01 00:35:49,2020-03-01 00:58:06,1,3.3,1,N,107,256,1,17.0,3.0,0.5,4.15,0.0,0.3,24.95,2.5
809,2,2020-03-01 00:19:38,2020-03-01 00:31:49,1,1.44,1,N,100,137,2,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
810,2,2020-03-01 00:36:38,2020-03-01 00:43:49,1,1.38,1,N,229,170,1,7.0,0.5,0.5,1.0,0.0,0.3,11.8,2.5
811,2,2020-03-01 00:46:11,2020-03-01 00:49:44,1,0.56,1,N,170,164,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
812,2,2020-03-01 00:51:43,2020-03-01 00:59:47,1,1.58,1,N,186,249,1,7.5,0.5,0.5,0.1,0.0,0.3,11.4,2.5
813,2,2020-03-01 00:35:17,2020-03-01 00:53:55,1,9.49,1,N,7,28,1,27.5,0.5,0.5,5.76,0.0,0.3,34.56,0.0
814,2,2020-03-01 00:00:11,2020-03-01 00:12:44,4,1.56,1,N,186,107,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
815,2,2020-03-01 00:24:17,2020-03-01 00:35:35,2,2.02,1,N,79,87,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
816,1,2020-03-01 00:01:29,2020-03-01 00:18:31,1,2.9,1,N,107,65,1,14.0,3.0,0.5,3.55,0.0,0.3,21.35,2.5
817,1,2020-03-01 00:42:05,2020-03-01 00:47:59,1,0.8,1,N,144,231,1,6.0,3.0,0.5,1.95,0.0,0.3,11.75,2.5
818,1,2020-03-01 00:54:12,2020-03-01 00:59:24,3,1.2,1,N,125,249,1,6.0,3.0,0.5,1.95,0.0,0.3,11.75,2.5
819,2,2020-03-01 00:07:14,2020-03-01 00:20:42,1,2.01,1,N,186,162,1,10.5,0.5,0.5,3.58,0.0,0.3,17.88,2.5
820,2,2020-03-01 00:22:16,2020-03-01 00:29:42,1,1.85,1,N,229,263,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
821,2,2020-03-01 00:20:58,2020-03-01 00:56:58,2,4.98,1,N,148,141,1,25.5,0.5,0.5,1.5,0.0,0.3,30.8,2.5
822,2,2020-03-01 00:18:50,2020-03-01 00:48:25,3,9.95,1,N,79,227,2,31.5,0.5,0.5,0.0,0.0,0.3,35.3,2.5
823,1,2020-03-01 00:13:01,2020-03-01 00:18:04,2,1.1,1,N,234,137,1,6.0,3.5,0.5,1.03,0.0,0.3,11.33,2.5
824,1,2020-03-01 00:12:00,2020-03-01 00:18:31,1,0.8,1,N,164,107,1,6.0,3.0,0.5,2.45,0.0,0.3,12.25,2.5
825,1,2020-03-01 00:28:12,2020-03-01 00:35:09,2,1.3,1,N,90,125,1,6.5,3.0,0.5,2.05,0.0,0.3,12.35,2.5
826,1,2020-03-01 00:36:49,2020-03-01 00:42:54,3,0.7,1,N,125,231,1,5.5,3.0,0.5,1.85,0.0,0.3,11.15,2.5
827,1,2020-03-01 00:44:49,2020-03-01 00:46:47,3,0.2,1,N,231,211,1,3.5,3.0,0.5,1.45,0.0,0.3,8.75,2.5
828,1,2020-03-01 00:55:35,2020-03-01 01:10:54,1,3.8,1,N,79,140,1,13.5,3.0,0.5,2.0,0.0,0.3,19.3,2.5
829,2,2020-03-01 00:12:41,2020-03-01 00:26:02,1,2.51,1,N,164,144,1,11.0,0.5,0.5,1.5,0.0,0.3,16.3,2.5
830,2,2020-03-01 00:57:57,2020-03-01 01:08:26,1,1.46,1,N,79,170,1,8.5,0.5,0.5,1.0,0.0,0.3,13.3,2.5
831,2,2020-03-01 00:24:31,2020-03-01 00:31:12,2,1.27,1,N,164,233,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
832,2,2020-03-01 00:37:47,2020-03-01 00:47:29,2,2.92,1,N,164,143,1,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
833,2,2020-03-01 00:56:45,2020-03-01 01:01:18,2,0.87,1,N,48,50,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
834,1,2020-03-01 00:15:21,2020-03-01 00:34:30,2,7.4,1,Y,144,181,1,23.5,3.0,0.5,5.45,0.0,0.3,32.75,2.5
